run,timestamp,reranker,category,n,top_k,baseline_top1,reranked_top1,baseline_mrr,reranked_mrr,n_improved,n_worsened,n_unchanged,n_stage1_miss,avg_embed_latency_sec,avg_rerank_latency_sec,faq_corpus_embed_time_sec
3,2026-09-11 15:31:15,jina-reranker-v2,긴질문,10,5,0.7,0.6,0.825,0.783,1,1,8,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,오타,10,5,1.0,0.9,1.0,0.92,0,1,9,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,확장,178,5,1.0,0.994,1.0,0.996,0,1,177,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,전체,235,10,0.945,0.928,0.963,0.953,5,9,221,0,0.02936,0.01068,0.767
3,2026-09-11 15:31:15,jina-reranker-v2,Easy,9,10,0.778,0.889,0.87,0.926,1,0,8,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Hard,9,10,0.667,0.667,0.748,0.719,1,2,6,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Medium,9,10,0.444,0.556,0.601,0.733,2,0,7,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,구어체,10,10,1.0,0.8,1.0,0.883,0,2,8,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,긴질문,10,10,0.7,0.5,0.825,0.717,1,3,6,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,오타,10,10,1.0,0.9,1.0,0.914,0,1,9,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,확장,178,10,1.0,0.994,1.0,0.996,0,1,177,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,전체,235,15,0.945,0.928,0.963,0.951,4,12,219,0,0.02936,0.01188,0.767
3,2026-09-11 15:31:15,jina-reranker-v2,Easy,9,15,0.778,0.889,0.87,0.917,1,1,7,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Hard,9,15,0.667,0.667,0.748,0.714,1,3,5,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Medium,9,15,0.444,0.556,0.601,0.731,2,1,6,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,구어체,10,15,1.0,0.8,1.0,0.883,0,2,8,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,긴질문,10,15,0.7,0.5,0.825,0.692,0,3,7,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,오타,10,15,1.0,0.9,1.0,0.912,0,1,9,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,확장,178,15,1.0,0.994,1.0,0.996,0,1,177,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,전체,235,20,0.945,0.928,0.963,0.95,4,13,218,0,0.02936,0.01458,0.767
3,2026-09-11 15:31:15,jina-reranker-v2,Easy,9,20,0.778,0.889,0.87,0.917,1,1,7,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Hard,9,20,0.667,0.667,0.748,0.707,1,3,5,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,Medium,9,20,0.444,0.556,0.601,0.729,2,1,6,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,구어체,10,20,1.0,0.8,1.0,0.875,0,2,8,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,긴질문,10,20,0.7,0.5,0.825,0.687,0,4,6,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,오타,10,20,1.0,0.9,1.0,0.911,0,1,9,0,,,
3,2026-09-11 15:31:15,jina-reranker-v2,확장,178,20,1.0,0.994,1.0,0.996,0,1,177,0,,,
